Date	Value
4/18/2005	46.52
4/15/2005	47.08
4/14/2005	47.5
4/13/2005	47.84
4/12/2005	49.43
4/11/2005	49.14
4/8/2005	49.94
4/7/2005	51.85
4/6/2005	52.1
4/5/2005	52.27
4/4/2005	52.93
4/1/2005	51.65
3/31/2005	50.23
3/30/2005	48.8
3/29/2005	49.04
3/28/2005	49.26
3/24/2005	50.12
3/23/2005	49.09
3/22/2005	51.03
3/21/2005	51.76
3/18/2005	51.67
3/17/2005	51.76
3/16/2005	50.78
3/15/2005	50.21
3/14/2005	49.59
3/11/2005	49.2
3/10/2005	49.4
3/9/2005	49.87
3/8/2005	49.01
3/7/2005	48.15
3/4/2005	48.37
3/3/2005	48.36
3/2/2005	47.01
3/1/2005	46.17
2/28/2005	46.26
2/25/2005	45.49
2/24/2005	45.24
2/23/2005	44.72
2/22/2005	44.28
2/21/2005	43.12
2/18/2005	42.68
2/17/2005	42.56
2/16/2005	41.87
2/15/2005	41.84
2/14/2005	41.44
2/11/2005	41.38
2/10/2005	40.54
2/9/2005	39.94
2/8/2005	39.79
2/7/2005	39.98
2/4/2005	40.73
2/3/2005	40.19
2/2/2005	40.62
2/1/2005	41.28
1/31/2005	40.95
1/28/2005	41.88
1/27/2005	43.01
1/26/2005	43.1
1/25/2005	42.68
1/24/2005	42.49
1/21/2005	41.63
1/20/2005	40.68
1/19/2005	41.52
1/18/2005	41.97
1/17/2005	41.81
1/14/2005	41.8
1/13/2005	41.08
1/12/2005	39.81
1/11/2005	39.45
1/10/2005	40.12
1/7/2005	39.35
1/6/2005	38.19
1/5/2005	37.24
1/4/2005	36.57
1/3/2005	35.67
12/31/2004	36.43
12/30/2004	36.19
12/29/2004	35.54
12/28/2004	34.81
12/27/2004	35.3
12/24/2004	36.58
12/23/2004	36.71
12/22/2004	37.41
12/21/2004	38.26
12/20/2004	38.34
12/17/2004	37.87
12/16/2004	36.84
12/15/2004	36.47
12/14/2004	34.72
12/13/2004	33.99
12/10/2004	33.92
12/9/2004	34.29
12/8/2004	33.78
12/7/2004	34.21
12/6/2004	34.89
12/3/2004	34.53
12/2/2004	35.42
12/1/2004	38.03
11/30/2004	39.77
11/29/2004	39.46
11/26/2004	38.89
11/25/2004	39.06
11/24/2004	38.95
11/23/2004	38.69
11/22/2004	38.62
11/19/2004	37.53
11/18/2004	36.2
11/17/2004	35.49
11/16/2004	35.94
11/15/2004	36.11
11/12/2004	36.96
11/11/2004	37.16
11/10/2004	37.73
11/9/2004	38.03
11/8/2004	38.67
11/5/2004	38.56
11/4/2004	40.53
11/3/2004	41.44
11/2/2004	41.98
11/1/2004	43.31
10/29/2004	43.39
10/28/2004	43.59
10/27/2004	44.75
10/26/2004	45.48
10/25/2004	46.06
10/22/2004	46.52
10/21/2004	46.61
10/20/2004	45.87
10/19/2004	44.98
10/18/2004	45.47
10/15/2004	46.14
10/14/2004	45.48
10/13/2004	44.99
10/12/2004	46.49
10/11/2004	46.04
10/8/2004	45.19
10/7/2004	45.08
10/6/2004	44.26
10/5/2004	43.8
10/4/2004	43.28
10/1/2004	43.29
9/30/2004	43.39
9/29/2004	43.13
9/28/2004	43.54
9/27/2004	42.9
9/24/2004	42.31
9/23/2004	42.27
9/22/2004	41.75
9/21/2004	40.71
9/20/2004	40.2
9/17/2004	39.5
9/16/2004	38.44
9/15/2004	39.02
9/14/2004	39.07
9/13/2004	38.3
9/10/2004	38.82
9/9/2004	38.74
9/8/2004	38.19
9/7/2004	38.13
9/6/2004	38.66
9/3/2004	39.12
9/2/2004	39.68
9/1/2004	38.81
8/31/2004	38.15
8/30/2004	38.48
8/27/2004	39.05
8/26/2004	39.02
8/25/2004	40.45
8/24/2004	41.43
8/23/2004	42.27
8/20/2004	43.16
8/19/2004	42.6
8/18/2004	42.07
8/17/2004	41.75
8/16/2004	41.7
8/13/2004	41.33
8/12/2004	40.76
8/11/2004	40.08
8/10/2004	40
8/9/2004	40.04
8/6/2004	39.67
8/5/2004	39.55
8/4/2004	39.29
8/3/2004	39.33
8/2/2004	39.04
7/30/2004	38.69
7/29/2004	37.94
7/28/2004	37.95
7/27/2004	37.27
7/26/2004	37.02
7/23/2004	36.96
7/22/2004	36.6
7/21/2004	36.16
7/20/2004	36.49
7/19/2004	36.89
7/16/2004	36.81
7/15/2004	36.58
7/14/2004	35.79
7/13/2004	35.13
7/12/2004	35.83
7/9/2004	36.05
7/8/2004	35.91
7/7/2004	35.47
7/6/2004	35.58
7/5/2004	34.88
7/2/2004	34.75
7/1/2004	34
6/30/2004	32.68
6/29/2004	32.5
6/28/2004	33.07
6/25/2004	33.95
6/24/2004	34.1
6/23/2004	34.24
6/22/2004	34.36
6/21/2004	34.65
6/18/2004	35.19
6/17/2004	34.69
6/16/2004	33.93
6/15/2004	33.72
6/14/2004	34.29
6/11/2004	34.59
6/10/2004	34.59
6/9/2004	33.91
6/8/2004	34.45
6/7/2004	34.64
6/4/2004	34.94
6/3/2004	35.86
6/2/2004	36.8
6/1/2004	37.64
5/31/2004	36.17
5/28/2004	36.01
5/27/2004	36.02
5/26/2004	36.99
5/25/2004	37.36
5/24/2004	37.05
5/21/2004	36.4
5/20/2004	37.44
5/19/2004	37.12
5/18/2004	36.93
5/17/2004	37.72
5/14/2004	37.67
5/13/2004	36.93
5/12/2004	36.74
5/11/2004	35.57
5/10/2004	35.42
5/7/2004	36.12
5/6/2004	35.88
5/5/2004	35.3
5/4/2004	34.71
5/3/2004	34.13
4/30/2004	33.99
4/29/2004	33.33
4/28/2004	33.67
4/27/2004	33.32
4/26/2004	32.87
4/23/2004	32.58
4/22/2004	32.5
4/21/2004	32.15
4/20/2004	32.45
4/19/2004	32.89
4/16/2004	32.85
4/15/2004	32.54
4/14/2004	32.1
4/13/2004	32.6
4/12/2004	32.92
4/8/2004	32.37
4/7/2004	31.32
4/6/2004	30.22
4/5/2004	29.9
4/2/2004	30.18
4/1/2004	30.79
3/31/2004	31.49
3/30/2004	31.7
3/29/2004	31.13
3/26/2004	31.57
3/25/2004	31.93
3/24/2004	32.85
3/23/2004	32.83
3/22/2004	32.46
3/19/2004	33.01
3/18/2004	33.03
3/17/2004	32.95
3/16/2004	32.59
3/15/2004	32.3
3/12/2004	31.94
3/11/2004	31.95
3/10/2004	31.67
3/9/2004	32.3
3/8/2004	32.59
3/5/2004	32.75
3/4/2004	32.05
3/3/2004	31.82
3/2/2004	32.48
3/1/2004	31.82
2/27/2004	31.13
2/26/2004	31
2/25/2004	30.89
2/24/2004	30.55
2/23/2004	30.2
2/20/2004	30.17
2/19/2004	30.44
2/18/2004	30.52
2/17/2004	30.08
2/16/2004	29.72
2/13/2004	29.74
2/12/2004	28.96
2/11/2004	29.13
2/10/2004	28.75
2/9/2004	28.09
2/6/2004	28.2
2/5/2004	28.2
2/4/2004	28.55
2/3/2004	29.19
2/2/2004	29.06
1/30/2004	28.68
1/29/2004	28.98
1/28/2004	29.49
1/27/2004	29.99
1/26/2004	30.17
1/23/2004	30.74
1/22/2004	30.71
1/21/2004	30.74
1/20/2004	31.01
1/19/2004	30.73
1/16/2004	30.27
1/15/2004	30.37
1/14/2004	30.53
1/13/2004	31.08
1/12/2004	30.96
1/9/2004	30.88
1/8/2004	30.41
1/7/2004	30.23
1/6/2004	30.33
1/5/2004	29.85
1/2/2004	29.41
12/31/2003	29.87
12/30/2003	29.73
12/29/2003	29.53
12/24/2003	29.91
12/23/2003	29.13
12/22/2003	29.62
12/19/2003	30.71
12/18/2003	30.73
12/17/2003	30.45
12/16/2003	30.34
12/15/2003	30.04
12/12/2003	29.9
12/11/2003	29.42
12/10/2003	29.64
12/9/2003	29.73
12/8/2003	29.47
12/5/2003	28.69
12/4/2003	29.02
12/3/2003	28.68
12/2/2003	28.43
12/1/2003	27.92
11/28/2003	28.45
11/27/2003	28.39
11/26/2003	28.15
11/25/2003	27.98
11/24/2003	28.29
11/21/2003	29.41
11/20/2003	29.45
11/19/2003	29.79
11/18/2003	29.21
11/17/2003	28.9
11/14/2003	29.26
11/13/2003	28.94
11/12/2003	28.63
11/11/2003	28.63
11/10/2003	28.58
11/7/2003	28.3
11/6/2003	27.84
11/5/2003	27.49
11/4/2003	26.77
11/3/2003	27.19
10/31/2003	27.17
10/30/2003	26.98
10/29/2003	27.58
10/28/2003	27.77
10/27/2003	28.12
10/24/2003	28.23
10/23/2003	28.1
10/22/2003	28.16
10/21/2003	28.4
10/20/2003	28.4
10/17/2003	28.89
10/16/2003	29.74
10/15/2003	29.66
10/14/2003	29.78
10/13/2003	29.75
10/10/2003	29.88
10/9/2003	28.6
10/8/2003	27.99
10/7/2003	28.11
10/6/2003	28.19
10/3/2003	27.85
10/2/2003	27.6
10/1/2003	27.08
9/30/2003	26.82
9/29/2003	26.38
9/26/2003	26.11
9/25/2003	26.37
9/24/2003	25.59
9/23/2003	25.14
9/22/2003	24.82
9/19/2003	24.82
9/18/2003	24.9
9/17/2003	25.16
9/16/2003	25.59
9/15/2003	25.79
9/12/2003	25.94
9/11/2003	26.48
9/10/2003	26.52
9/9/2003	26.44
9/8/2003	26.41
9/5/2003	26.35
9/4/2003	26.69
9/3/2003	26.86
9/2/2003	27.52
9/1/2003	28.62
8/29/2003	28.9
8/28/2003	28.8
8/27/2003	28.77
8/26/2003	29.04
8/25/2003	29.01
8/22/2003	29.17
8/21/2003	28.73
8/20/2003	28.02
8/19/2003	27.94
8/18/2003	28.32
8/15/2003	28.42
8/14/2003	28.02
8/13/2003	28.61
8/12/2003	28.97
8/11/2003	29.02
8/8/2003	29.22
8/7/2003	29.07
8/6/2003	28.88
8/5/2003	28.8
8/4/2003	28.66
8/1/2003	28.21
7/31/2003	27.52
7/30/2003	27.31
7/29/2003	27.18
7/28/2003	27.02
7/25/2003	27.38
7/24/2003	27.23
7/23/2003	27
7/22/2003	27.17
7/21/2003	27.98
7/18/2003	28.23
7/17/2003	27.93
7/16/2003	27.87
7/15/2003	27.98
7/14/2003	28.02
7/11/2003	28.14
7/10/2003	27.98
7/9/2003	27.43
7/8/2003	26.83
7/7/2003	27.04
7/4/2003	27.19
7/3/2003	27.6
7/2/2003	27.31
7/1/2003	27.19
6/30/2003	27.11
6/27/2003	26.55
6/26/2003	26.62
6/25/2003	26.58
6/24/2003	26.26
6/23/2003	26.54
6/20/2003	26.34
6/19/2003	25.6
6/18/2003	25.88
6/17/2003	26.37
6/16/2003	26.44
6/13/2003	26.7
6/12/2003	27.48
6/11/2003	27.86
6/10/2003	27.51
6/9/2003	27.53
6/6/2003	27.3
6/5/2003	26.77
6/4/2003	26.72
6/3/2003	27.09
6/2/2003	27.1
5/30/2003	26.71
5/29/2003	26.27
5/28/2003	26.49
5/27/2003	26.48
5/26/2003	26.87
5/23/2003	26.85
5/22/2003	26.53
5/21/2003	26.64
5/20/2003	26.1
5/19/2003	26.53
5/16/2003	26.24
5/15/2003	26.21
5/14/2003	26.13
5/13/2003	25.41
5/12/2003	25.32
5/9/2003	25.14
5/8/2003	24.44
5/7/2003	23.89
5/6/2003	23.92
5/5/2003	23.99
5/2/2003	23.84
5/1/2003	23.85
4/30/2003	23.72
4/29/2003	23.27
4/28/2003	23.64
4/25/2003	24.4
4/24/2003	23.97
4/23/2003	25.14
4/22/2003	26.24
4/21/2003	26.64
4/17/2003	26.25
4/16/2003	25.71
4/15/2003	25.56
4/14/2003	25.35
4/11/2003	24.96
4/10/2003	25.4
4/9/2003	25.59
4/8/2003	25.33
4/7/2003	24.91
4/4/2003	25.38
4/3/2003	26
4/2/2003	25.76
4/1/2003	26.8
3/31/2003	27.22
3/28/2003	27.23
3/27/2003	26.66
3/26/2003	25.54
3/25/2003	26.84
3/24/2003	25.7
3/21/2003	24.81
3/20/2003	26.51
3/19/2003	27.12
3/18/2003	27.69
3/17/2003	29.8
3/14/2003	30.98
3/13/2003	32.42
3/12/2003	32.74
3/11/2003	32.54
3/10/2003	33.11
3/7/2003	32.79
3/6/2003	32.5
3/5/2003	32.29
3/4/2003	32.12
3/3/2003	31.63
2/28/2003	32.63
2/27/2003	32.48
2/26/2003	32.49
2/25/2003	32.73
2/24/2003	32.44
2/21/2003	31.84
2/20/2003	31.48
2/19/2003	31.95
2/18/2003	31.85
2/17/2003	31.9
2/14/2003	32.33
2/13/2003	31.91
2/12/2003	31.3
2/11/2003	31.35
2/10/2003	31.38
2/7/2003	31.25
2/6/2003	30.77
2/5/2003	30.52
2/4/2003	29.98
2/3/2003	30.29
1/31/2003	30.71
1/30/2003	30.58
1/29/2003	30.3
1/28/2003	29.83
1/27/2003	30.16
1/24/2003	30.56
1/23/2003	30.18
1/22/2003	30.89
1/21/2003	30.9
1/20/2003	31.21
1/17/2003	31.02
1/16/2003	30.87
1/15/2003	30.66
1/14/2003	30.21
1/13/2003	29.82
1/10/2003	29.82
1/9/2003	29.51
1/8/2003	28.86
1/7/2003	29.72
1/6/2003	30.71
1/3/2003	30.83
1/2/2003	30.05
